iter	MAE	RMSE
87	0.04403914917	0.05660087654
88	0.04403516791	0.0565984173
89	0.04403131893	0.0565941773
90	0.04403039434	0.05659265866
91	0.04402299687	0.05658680519
92	0.04402058867	0.05658270508
93	0.04401714646	0.05657936028
94	0.04401498951	0.05657689016
95	0.04401114611	0.05657410917
96	0.04400901033	0.05657201206
97	0.04400657035	0.05656964745
98	0.04400491811	0.05656805957
99	0.04400323325	0.05656560552
100	0.04400143028	0.05656354477
101	0.04400020608	0.05656199253
102	0.04399947292	0.05656044916
103	0.04399887961	0.05655930344
104	0.04399411457	0.05655487475
105	0.04399274068	0.05655274397
106	0.04398967698	0.05654980613
107	0.04398772217	0.05654792757
108	0.04398415365	0.05654469338
109	0.0439831526	0.05654232755
110	0.04398169994	0.05653997777
111	0.04398017829	0.05653779895
112	0.04397885652	0.0565360081
113	0.04397675857	0.05653452978
114	0.04397355275	0.05653091668
115	0.04397127697	0.05652866258
116	0.04396839216	0.05652546509
117	0.04396623603	0.05652375184
118	0.04396404734	0.05652098394
119	0.04396124584	0.05651788581
120	0.04395990021	0.05651640077
121	0.04395744324	0.05651442059
122	0.04395408259	0.05651008687
123	0.04395357836	0.05650855907
124	0.04395150354	0.05650591845
125	0.04394934667	0.05650414605
126	0.04394837256	0.05650232476
127	0.04394369596	0.05649860346
128	0.04394078704	0.0564964135
129	0.04393920099	0.0564947048
130	0.04393524572	0.0564907307
131	0.04393397993	0.05648919073
132	0.04393315224	0.05648756412
133	0.0439300889	0.05648460738
134	0.04392933901	0.0564828485
135	0.04392695223	0.05648010048
136	0.04392484353	0.05647740603
137	0.0439242003	0.0564760522
138	0.04392162678	0.05647305946
139	0.04391972472	0.05647094214
140	0.04391694192	0.05646819436
141	0.04391434063	0.05646460365
142	0.0439099915	0.05646174595
143	0.04390785794	0.05645855316
144	0.04390580463	0.05645646355
145	0.04390479463	0.05645443039
146	0.04390136338	0.0564507689
147	0.04390025637	0.05644934184
148	0.04389956278	0.05644761322
149	0.04389807379	0.05644590163
150	0.04389637077	0.05644352305
151	0.04389474737	0.05644151162
152	0.04389352612	0.05643964093
153	0.04389132036	0.05643699369
154	0.04388776485	0.056434732
155	0.04388670248	0.05643294408
156	0.04388558573	0.05643131691
157	0.04388439633	0.05642975812
158	0.04388280986	0.05642768056
159	0.0438814073	0.05642578639
160	0.04387939843	0.05642349438
161	0.04387769261	0.0564215188
162	0.04387578036	0.05641973485
163	0.04387479084	0.05641844772
164	0.04387341222	0.05641663081
165	0.04387227702	0.05641499055
166	0.043870054	0.05641253873
167	0.04386843975	0.05641098409
168	0.04386728294	0.05640893681
169	0.04386642891	0.05640728012
170	0.04386406079	0.05640507739
171	0.0438626404	0.05640324619
172	0.04386208358	0.05640189482
173	0.04386123022	0.05640055227
174	0.0438595534	0.0563989821
175	0.04385776921	0.05639697934
176	0.04385661742	0.0563957843
177	0.04385531246	0.05639430795
178	0.04385353618	0.05639292871
179	0.04385228699	0.05639126651
180	0.04385104983	0.05638992886
181	0.04384892179	0.05638705843
182	0.04384767224	0.05638619384
183	0.04384659699	0.05638404325
184	0.04384510125	0.05638252791
185	0.04384375453	0.05638098911
186	0.0438433073	0.05638026632
187	0.04384175358	0.05637908669
188	0.04384041614	0.05637645838
189	0.04383972816	0.05637553814
190	0.0438389355	0.05637441321
191	0.04383774494	0.05637312734
192	0.04383744717	0.05637206475
193	0.04383374291	0.05636908752
194	0.04383318729	0.05636780085
195	0.0438323818	0.05636615328
196	0.04383154845	0.05636493792
197	0.04383054101	0.05636328941
198	0.04382913816	0.05636140922
199	0.0438277567	0.05635924775
200	0.04382735092	0.0563582569
201	0.04382701946	0.05635713677
202	0.04382348518	0.05635528149
203	0.04382253082	0.05635400501
204	0.04382172583	0.0563526501
205	0.0438208763	0.05635133505
206	0.04381993755	0.05635019599
207	0.04381828382	0.05634895955
208	0.04381669683	0.05634723487
209	0.04381460617	0.05634508038
210	0.04381308956	0.05634333537
211	0.04381251347	0.05634224369
212	0.04381152591	0.05634106345
213	0.04381037682	0.0563396518
214	0.04380895051	0.05633819277
215	0.04380831999	0.05633703228
216	0.04380739078	0.05633606171
217	0.04380672441	0.05633502891
218	0.04380436161	0.05633283239
219	0.04380270984	0.05633146235
220	0.04380183893	0.05633008631
221	0.04380095471	0.0563292995
222	0.04379985488	0.05632819899
223	0.04379899536	0.05632622673
224	0.0437974165	0.05632443354
225	0.04379672568	0.0563232944
226	0.04379618326	0.05632238847
227	0.04379534167	0.05632144242
228	0.04379440387	0.05632016529
229	0.04379376652	0.05631860399
230	0.04379286342	0.05631741617
231	0.04379137545	0.05631561836
232	0.04379078438	0.0563143856
233	0.04378996016	0.05631341896
234	0.04378927691	0.05631224712
235	0.04378850519	0.05631119824
236	0.04378766636	0.05631021447
237	0.043786997	0.0563092504
238	0.04378628772	0.05630801304
239	0.04378497976	0.05630634975
240	0.04378386617	0.05630454953
241	0.04378318789	0.0563033467
242	0.04378245331	0.05630261688
243	0.04378178166	0.05630179719
244	0.04378124566	0.05630096685
245	0.04378068505	0.05630009487
246	0.04378003449	0.05629901316
247	0.0437793893	0.0562981448
248	0.04377872545	0.05629709419
249	0.04377803889	0.05629601847
250	0.04377747733	0.05629504493
251	0.04377612609	0.05629375674
252	0.04377509776	0.05629254405
253	0.04377430426	0.05629149215
254	0.0437731591	0.05629025188
255	0.04377038272	0.0562889157
256	0.04376949839	0.05628788345
257	0.04376882188	0.05628674161
258	0.04376802212	0.05628585974
259	0.04376655044	0.05628441499
260	0.04376586046	0.05628334046
261	0.04376548686	0.05628263866
262	0.04376495303	0.05628147292
263	0.04376422753	0.05628046614
264	0.04376362557	0.05627950406
265	0.04376291947	0.05627840584
266	0.04376218463	0.05627739369
267	0.04376150685	0.05627630972
268	0.04376101203	0.05627501172
269	0.04376023002	0.05627394455
270	0.04375975462	0.05627310809
271	0.0437581069	0.05627173558
272	0.04375712942	0.05627077547
273	0.04375603409	0.05626951395
274	0.04375533767	0.05626820761
275	0.04375424476	0.05626718314
276	0.04375347858	0.05626630503
277	0.0437529588	0.05626550316
278	0.04375222282	0.05626469407
279	0.04375169199	0.05626400485
280	0.04375092535	0.05626290897
281	0.04375005962	0.05626184584
282	0.04374881198	0.05626074275
283	0.04374801118	0.05625955528
284	0.04374725789	0.05625877288
285	0.04374671429	0.05625779665
286	0.0437443691	0.0562567613
287	0.04374409148	0.05625568523
288	0.04374372222	0.05625465893
289	0.04374349878	0.05625419054
290	0.04374206113	0.05625273467
291	0.04374152373	0.056252014
292	0.0437411563	0.05625107703
293	0.04374067046	0.05625055374
294	0.04373991636	0.05624963167
295	0.04373885446	0.05624860953
296	0.04373838388	0.05624760682
297	0.04373756984	0.05624650439
298	0.04373648468	0.05624558346
299	0.04373578499	0.05624471081
300	0.04373517334	0.0562436682
301	0.04373443693	0.05624263343
302	0.04373381531	0.05624187542
303	0.04373331748	0.0562411363
304	0.04373282263	0.05624008615
305	0.04373223504	0.05623925525
306	0.04373181197	0.05623857536
307	0.0437313141	0.05623752036
308	0.04373055129	0.05623639175
309	0.04373002171	0.05623557486
310	0.04372842542	0.05623432273
311	0.0437280357	0.05623333977
312	0.04372744548	0.05623257119
313	0.04372695429	0.05623190347
314	0.0437264346	0.05623122594
315	0.04372582753	0.05623045678
316	0.04372527988	0.05622976419
317	0.04372466093	0.05622899734
318	0.04372367833	0.05622822804
319	0.04372313069	0.05622739238
320	0.04372268452	0.05622654892
321	0.0437215827	0.05622562503
322	0.04372117498	0.05622466562
323	0.04371906154	0.05622323704
324	0.04371817817	0.05622211027
325	0.04371776669	0.0562215945
326	0.04371744581	0.05622107183
327	0.04371677268	0.05622024728
328	0.04371648288	0.05621971564
329	0.04371586986	0.05621869976
330	0.04371533555	0.05621787879
331	0.04371489634	0.05621728437
332	0.04371425601	0.05621642931
333	0.04371384765	0.05621583528
334	0.0437131932	0.05621508052
335	0.04371201741	0.0562143141
336	0.04371104242	0.05621330585
337	0.04371036232	0.05621238753
338	0.04370941074	0.05621131853
339	0.04370879443	0.05621054915
340	0.04370820681	0.05620990162
341	0.04370704132	0.05620899495
342	0.04370626247	0.05620794979
343	0.04370562113	0.05620708361
344	0.04370530852	0.05620664866
345	0.04370510078	0.05620622443
346	0.04370476302	0.05620584439
347	0.04370415824	0.05620507354
348	0.04370378974	0.05620466076
349	0.04370292982	0.05620399852
350	0.04370249084	0.05620342463
351	0.0437017157	0.05620247843
352	0.04370115225	0.05620169082
353	0.04370067554	0.05620106563
354	0.04370011998	0.05620023404
355	0.04369978311	0.05619965667
356	0.04369761993	0.05619721877
357	0.04369697013	0.05619632523
358	0.04369685314	0.0561961792
359	0.04369623325	0.05619524222
360	0.04369606745	0.05619507368
361	0.04369536477	0.0561945047
362	0.04369464785	0.05619352773
363	0.0436941508	0.05619282715
364	0.04369361616	0.0561919642
365	0.0436932452	0.05619128519
366	0.04369226294	0.05619013906
367	0.04369166528	0.05618935578
368	0.04369106315	0.05618854769
369	0.04369047369	0.05618765042
370	0.04368960585	0.05618649899
371	0.04368928964	0.05618603445
372	0.04368873571	0.05618534575
373	0.04368806813	0.05618448003
374	0.04368745727	0.0561834653
375	0.04368700912	0.05618301131
376	0.04368638398	0.05618210549
377	0.04368624326	0.05618193049
378	0.04368548021	0.05618110676
379	0.04368460233	0.05618033839
380	0.04368427287	0.05618001163
381	0.04368358007	0.05617926995
382	0.04368324578	0.05617888608
383	0.04368285358	0.05617849653
384	0.04368264388	0.05617801641
385	0.04368216653	0.05617723093
386	0.04368158121	0.05617649214
387	0.04368087764	0.05617567871
388	0.04368019518	0.056174989
389	0.04367947624	0.05617395329
390	0.04367921726	0.05617366166
391	0.0436786669	0.05617295661
392	0.04367787182	0.05617222841
393	0.043677436	0.05617158926
394	0.04367716835	0.0561713354
395	0.0436760424	0.0561706709
396	0.04367567086	0.05616996294
397	0.04367437069	0.05616841331
398	0.04367360877	0.05616744659
399	0.04367332475	0.05616681343
